pathway	ES	NES	pval	direction	n_genes_in_set	n_genes_after_intersection	padj	log2err	leading_edge	context	target	n_perturbed	n_control	n_genes_ranked	ranking_method	gene_filter	msigdb_collection	display_group	display_name	exact_gs_name	context_target	row_order	selection_tier	selection_reason	pathway_order	partner_context	spearman_rho	sign_agree_fraction	n_pathways
HALLMARK_APOPTOSIS	0.486242131673069	1.27946338115861	0.0294117647058824	up	161	158	0.0865051903114187	0.170004278488927	TIMP1;SOD2;TIMP2;CCND1;DPYD;APP;PTK2;MGMT;IGF2R;HSPB1;BCL2L1;BIRC3;ROCK1;ANXA1;GSN;ISG20;IFNGR1;PSEN1;TNF;DNAJC3;CFLAR;RHOB;PMAIP1;IER3;LGALS3;F2R;BCL2L11;PEA15;H1F0;PLAT;GADD45B;ANKH;CTNNB1;ADD1;PPP3R1;IGFBP6;CASP8;BMF;NEDD9;CLU;DDIT3;PAK1;PDCD4;SAT1;BTG3;SMAD7;ETF1;TGFB2;GPX4;SQSTM1;IL6	HCC1143	MIER1	254	1325	36601	mean_log_expr_perturbed_minus_control	False	H	Cell death / stress	Apoptosis	HALLMARK_APOPTOSIS	HCC1143 / MIER1	6	Tier 2	top by NES variance (0.077)	0	HCC38	-0.3231212484993997	0.34	50
HALLMARK_P53_PATHWAY	-0.523484137490657	-1.25254852128365	0.0580235720761559	down	200	196	0.120882441825325	0.0666556482309615	SFN;S100A4;GADD45A;JUN;KLK8;S100A10;JAG2;DCXR;RPL18;PCNA;ST14;EPS8L2;TM4SF1;TOB1;STOM;BMP2;HINT1;H2AFJ;ATF3;PMM1;CDKN2A;TNFSF9;IFI30;RAD51C;TP53;TPRKB;TRIAP1;LDHB;UPP1;TRAF4;RRP8;FDXR;PRMT2;CCP110;CDKN2AIP;HRAS;CDKN1A;KRT17;PLK2;IER5;PERP;RAP2B;TAP1;HMOX1;FAM162A;VAMP8;BAK1;AEN;AK1;RPS12;IRAK1;CTSD;CCNK;BAX;DGKA;EPHA2;NOTCH1;EPHX1;VDR;RALGDS;TGFA;HIST1H1C;RAD9A;ABAT;PLK3;PHLDA3;HIST3H2A;PLXNB2;DDIT4;SERPINB5;DRAM1;NOL8	HCC1143	MIER1	254	1325	36601	mean_log_expr_perturbed_minus_control	False	H	Cell death / stress	P53 Pathway	HALLMARK_P53_PATHWAY	HCC1143 / MIER1	6	Tier 2	top by NES variance (0.077)	1	HCC38	-0.3231212484993997	0.34	50
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.480158701979692	1.29444373664892	0.0196764320069961	up	200	197	0.0614888500218627	0.215782858966574	BTG1;SOD2;MARCKS;CCND1;PDLIM5;PMEPA1;VEGFA;PNRC1;SERPINE1;IFNGR2;INHBA;BIRC3;B4GALT5;KLF6;IRS2;IER2;DUSP5;TNF;CFLAR;AREG;B4GALT1;RHOB;CEBPB;JUNB;IER3;PLAUR;PLAU;EDN1;NFIL3;SERPINB8;F3;GADD45B;IL6ST;MSC;TUBB2A;MXD1;DENND5A;TANK;NAMPT;PHLDA1;NFKB2;TNFAIP3;IL7R;BIRC2;IFIT2;PTX3;PTGS2;FOSL2;SAT1;BTG3;MAP3K8;LITAF;CSF1;HBEGF;SQSTM1;SMAD3;IL6	HCC1143	MIER1	254	1325	36601	mean_log_expr_perturbed_minus_control	False	H	Cell death / stress	Tnfa Signaling Via Nfkb	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HCC1143 / MIER1	6	Tier 2	top by NES variance (0.077)	2	HCC38	-0.3231212484993997	0.34	50
HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.473415093835829	-1.05252120567004	0.364569961489089	down	97	93	0.467397386524473	0.0246239707499508	PSME2;PSMB9;UBE2L6;ISG15;IRF7;SAMD9;PSME1;IFI30;MX1;TRIM26;BST2;IRF2;IFITM3;IFI27;TAP1;OGFR;PSMB8;RNF31;CD47;PNPT1;PSMA3;LAMP3;IFITM2;MOV10;LY6E;LGALS3BP	HCC1143	MIER1	254	1325	36601	mean_log_expr_perturbed_minus_control	False	H	Inflammatory / interferon	Interferon Alpha Response	HALLMARK_INTERFERON_ALPHA_RESPONSE	HCC1143 / MIER1	6	Tier 2	top by NES variance (0.077)	3	HCC38	-0.3231212484993997	0.34	50
HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.385357717015649	-0.922490924171641	0.65225271879855	down	200	198	0.679429915415156	0.0143195143375424	PSMB2;PSME2;PSMB9;UBE2L6;SRI;ISG15;IRF7;PML;MT2A;HIF1A;PSME1;IFI30;MX1;TRIM26;STAT3;NFKBIA;IL15RA;UPP1;PTPN2;BST2;IRF2;TNFAIP2;CASP7;IFITM3;PSMB10;CDKN1A;MTHFD2;IFI27;TAP1;VAMP8;OGFR;TNFSF10;PSMB8;RNF31;PNPT1;PSMA3;SAMHD1;PNP;LYSMD2;IFITM2;SECTM1;LY6E;LGALS3BP;PIM1	HCC1143	MIER1	254	1325	36601	mean_log_expr_perturbed_minus_control	False	H	Inflammatory / interferon	Interferon Gamma Response	HALLMARK_INTERFERON_GAMMA_RESPONSE	HCC1143 / MIER1	6	Tier 2	top by NES variance (0.077)	4	HCC38	-0.3231212484993997	0.34	50
HALLMARK_GLYCOLYSIS	-0.497850810850254	-1.19178320381788	0.112765406525117	down	200	198	0.187942344208528	0.0467212718610304	ENO1;NASP;IGFBP3;STMN1;TPI1;AKR1A1;POLR3K;ELF3;PGAM1;CYB5A;PSMC4;PLOD2;HMMR;PLOD1;TSTA3;CLDN3;PYGL;NDUFV3;HAX1;G6PD;ARTN;GALE;GOT2;TALDO1;B4GALT2;ALDH9A1;DEPDC1;SOD1;LHPP;SAP30;CDK1;LDHA;AK4;ADORA2B;GALK1;ECD;GMPPA;MDH2;NOL3;IDH1;MPI;FAM162A;ME1;QSOX1;RARS;KIF20A;HS6ST2;ALG1;NSDHL;ME2;FKBP4;TXN;TGFA;CASP6;COG2;P4HA2;ARPP19;CHPF;DDIT4;CTH;CENPA;TGFBI;PGM2;GYS1;PDK3;B4GALT7	HCC1143	MIER1	254	1325	36601	mean_log_expr_perturbed_minus_control	False	H	Metabolic state	Glycolysis	HALLMARK_GLYCOLYSIS	HCC1143 / MIER1	6	Tier 2	top by NES variance (0.077)	5	HCC38	-0.3231212484993997	0.34	50
HALLMARK_MTORC1_SIGNALING	-0.591351758976269	-1.41493641968746	0.0053101929801839	down	200	196	0.0265509649009196	0.22623238004642	ENO1;PRDX1;TPI1;PPA1;SLC9A3R1;PSMB5;SDF2L1;RRM2;PSMG1;NMT1;MCM4;PSMC4;GPI;DHCR24;PLOD2;CTSC;YKT6;PSMD12;EEF1E1;GAPDH;TUBG1;TOMM40;PFKL;RDH11;G6PD;NFKBIB;STIP1;SLC2A1;PIK3R3;RPA1;IFI30;MCM2;COPS5;PLK1;ACLY;SERPINH1;PDAP1;TUBA4A;FDXR;BUB1;LGMN;UNG;LDHA;PSPH;AK4;PGM1;NUFIP1;SHMT2;SLC7A5;CDKN1A;EBP;MTHFD2;CCT6A;IDH1;EIF2S2;PSMD13;LTA4H;ME1;NFYC;PSMC6;ABCF2;GLA;PSMA3;EPRS;HSPE1;PNP;HMGCR;PSMA4;TMEM97;FADS1;UCHL5	HCC1143	MIER1	254	1325	36601	mean_log_expr_perturbed_minus_control	False	H	Metabolic state	Mtorc1 Signaling	HALLMARK_MTORC1_SIGNALING	HCC1143 / MIER1	6	Tier 2	top by NES variance (0.077)	6	HCC38	-0.3231212484993997	0.34	50
HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.696108579383523	-1.65636713605021	1.11170469652994e-05	down	200	183	0.0001389630870662	0.593325476396405	UQCRH;MRPS15;ATP6V0B;SDHB;MRPL34;ETFB;MRPS12;CYC1;TIMM8B;TIMM10;MRPL11;UQCR10;CYB5A;SLC25A11;ATP1B1;NDUFS8;GPI;COX6B1;FH;ACAA2;COX6A1;TOMM22;NDUFS2;MRPL35;IDH3B;ECH1;TIMM9;NDUFA6;NDUFB3;NQO2;TIMM13;MRPS22;NDUFS7;MRPS11;ECHS1;COX7B;NDUFB7;COX8A;PHB2;COX4I1;GOT2;PMPCA;SLC25A5;ECI1;UQCRC2;COX5B;LDHB;NDUFB1;MRPS30;IDH2;ATP6AP1;COX5A;TIMM50;UQCR11;HADHA;ACAA1;CS;LDHA;CASP7;NDUFA7;NDUFS3;SLC25A3;COX15;BCKDHA;MDH2;SUCLA2;UQCRFS1;NDUFA3;NDUFB2;IDH1;FXN;GRPEL1;COX10;NDUFA2;MFN2;BAX;COX11;HTRA2;TIMM17A;SDHD;PDHX;OXA1L;VDAC2;PDHA1;LRPPRC;ACADM;ATP6V1C1;RHOT2;NDUFB8;UQCRB;NDUFS6	HCC1143	MIER1	254	1325	36601	mean_log_expr_perturbed_minus_control	False	H	Metabolic state	Oxidative Phosphorylation	HALLMARK_OXIDATIVE_PHOSPHORYLATION	HCC1143 / MIER1	6	Tier 2	top by NES variance (0.077)	7	HCC38	-0.3231212484993997	0.34	50
HALLMARK_E2F_TARGETS	-0.83107649734222	-1.98852947638393	1e-10	down	200	196	2.5e-09		NASP;CKS1B;STMN1;RANBP1;NME1;SMC4;HMGA1;TMPO;DCTPP1;MCM5;TK1;TUBB;CENPM;ATAD2;DUT;RAN;AK2;DNMT1;UBE2T;PA2G4;USP1;MCM3;CDC20;XRCC6;TIPIN;TOP2A;CDCA8;RRM2;AURKB;KIF4A;MYBL2;MCM4;UBE2S;NAA38;LUC7L3;GINS1;NOP56;PRKDC;DEK;RPA2;HMMR;PCNA;SSRP1;KIF22;TUBG1;POLD3;NOLC1;DSCC1;TRA2B;POLD2;NCAPD2;RFC3;E2F8;HMGB2;MKI67;SRSF2;ORC6;NAP1L1;H2AFZ;LYAR;MELK;CDK4;GSPT1;RPA1;BIRC5;CDKN2A;ANP32E;DONSON;KIF2C;HELLS;MCM2;RAD51C;TP53;MCM7;CKS2;PLK1;DLGAP5;NBN;MAD2L1;EIF2S1;SMC3;TACC3;DEPDC1;TIMELESS;RAD1;CDC25B;CCP110;SNRPB;DIAPH3;UNG;LMNB1;CDK1;CCNE1;PPP1R8;PAICS;BARD1;CDKN1A;SRSF1;MSH2;MTHFD2;CDCA3;SHMT1;XPO1;TCF19;POLD1;BRMS1L;IPO7;POP7;ASF1B;EED;WDR90;ASF1A;SLBP;SPAG5;EXOSC8;NUP107;POLE4;POLA2;RAD50;PHF5A;GINS3;DCLRE1B;LIG1;ESPL1;PSMC3IP;KIF18B	HCC1143	MIER1	254	1325	36601	mean_log_expr_perturbed_minus_control	False	H	Proliferation / cell cycle	E2F Targets	HALLMARK_E2F_TARGETS	HCC1143 / MIER1	6	Tier 2	top by NES variance (0.077)	8	HCC38	-0.3231212484993997	0.34	50
HALLMARK_G2M_CHECKPOINT	-0.651036351803207	-1.55586010389805	0.000174807888073	down	200	193	0.0010925493004564	0.518848077743792	HMGN2;NASP;CKS1B;STMN1;SMC4;HMGA1;TPX2;SNRPD1;TMPO;MCM5;AMD1;MCM3;CDC20;KPNB1;TOP2A;CENPF;AURKB;KIF4A;CDC45;MYBL2;UBE2S;GINS2;SRSF10;DKC1;RPA2;NUSAP1;HMMR;PRMT5;KIF22;NOLC1;TRA2B;KIF23;H2AFV;DTYMK;PML;MT2A;MKI67;SRSF2;ORC6;HIF1A;H2AFZ;UPF1;NDC80;HSPA8;CDK4;GSPT1;BIRC5;KIF2C;MCM2;CKS2;PLK1;HOXC10;MAD2L1;TACC3;CDC25B;BUB1;TROAP;STIL;NEK2;CUL3;SAP30;LMNB1;CDK1;E2F4;UCK2;ODF2;SLC7A5;EXO1;BARD1;POLQ;SRSF1;SFPQ;CDC6;XPO1;E2F1;KIF20B;NCL;DBF4;E2F3;UBE2C;POLA2;LIG3;HNRNPU;ESPL1;KIF15;SS18;ILF3;YTHDC1;CDC7;CHEK1;FBXO5;TTK;CENPA;CHAF1A;CHMP1A;MYC;BCL3;RAD21	HCC1143	MIER1	254	1325	36601	mean_log_expr_perturbed_minus_control	False	H	Proliferation / cell cycle	G2M Checkpoint	HALLMARK_G2M_CHECKPOINT	HCC1143 / MIER1	6	Tier 2	top by NES variance (0.077)	9	HCC38	-0.3231212484993997	0.34	50
HALLMARK_MYC_TARGETS_V1	-0.802602213075305	-1.92012078950015	1e-10	down	200	197	2.5e-09		SNRPA1;PSMB2;RPL22;SRM;RANBP1;NME1;RPS2;RSL1D1;MRPS18B;SNRPD1;MCM5;C1QBP;DUT;RAN;CYC1;RPS5;PA2G4;USP1;RUVBL2;PHB;CDC20;KPNB1;XRCC6;NHP2;SERBP1;TUFM;CDC45;ILF2;EIF4G2;MCM4;TYMS;PSMC4;PABPC1;NOP56;EIF3J;CCT3;UBE2L3;LSM7;TRIM28;DEK;RPLP0;RPL18;SRSF3;EIF1AX;HNRNPC;PCNA;PSMA1;SF3A1;PSMD8;NOLC1;SNRPD2;PSMB3;SNRPG;TRA2B;RPL14;PSMA7;FBL;LSM2;POLD2;HNRNPR;NPM1;PPM1G;SRSF2;DDX21;MRPL9;HSP90AB1;NAP1L1;H2AFZ;PABPC4;CNBP;CCT4;KARS;PHB2;EIF4A1;GOT2;CDK4;GSPT1;RPL6;VBP1;TXNL4A;MCM2;ERH;COPS5;PRPF31;MCM7;RFC4;SNRPD3;POLE3;SRPK1;IMPDH2;MAD2L1;EIF2S1;TARDBP;HNRNPA1;PSMA6;RNPS1;HDGF;COX5A;CLNS1A;LDHA;SET;SSBP1;SRSF1;PSMD7;SLC25A3;ABCE1;NOP16;CCT2;EXOSC7;XPO1;EIF2S2;EIF3D;CDK2;MRPL23;STARD7;PSMC6;PCBP1;EPRS;HSPE1;PTGES3;EIF4H;SNRPA;HNRNPU;PSMA4;CSTF2	HCC1143	MIER1	254	1325	36601	mean_log_expr_perturbed_minus_control	False	H	Proliferation / cell cycle	Myc Targets V1	HALLMARK_MYC_TARGETS_V1	HCC1143 / MIER1	6	Tier 2	top by NES variance (0.077)	10	HCC38	-0.3231212484993997	0.34	50
HALLMARK_HYPOXIA	0.455693975655201	1.22351354158606	0.0441048034934498	up	200	191	0.105011436889166	0.143184642183776	BTG1;STC2;EXT1;HSPA5;TGM2;MYH9;PDGFB;ZNF292;AKAP12;FOXO3;VEGFA;PNRC1;ETS1;SERPINE1;KLF6;IRS2;ISG20;KLHL24;TPBG;HDLBP;COL5A1;NDRG1;NR3C1;CSRP2;LXN;IER3;PLAUR;TMEM45A;EGFR;STC1;IDS;PRKCA;MXI1;NFIL3;F3;SRPX;DTNA;NEDD4L;KDELR3;RBPJ;CP;ANXA2;CDKN1C;P4HA1;TNFAIP3;PFKP;GPC1;DDIT3;FOSL2;SELENBP1;CITED2;CCNG2;GPC4;IL6;SDC3;ANKZF1	HCC1143	MIER1	254	1325	36601	mean_log_expr_perturbed_minus_control	False	H	Proteostasis / stress	Hypoxia	HALLMARK_HYPOXIA	HCC1143 / MIER1	6	Tier 2	top by NES variance (0.077)	11	HCC38	-0.3231212484993997	0.34	50
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	-0.566355123433195	-1.14031144162897	0.259323367427223	down	49	46	0.370461953467461	0.032484202040503	PRDX1;MBP;MGST1;PDLIM1;GLRX2;NDUFS2;GCLM;PRDX2;NDUFA6;G6PD;SOD1;EGLN2;CAT;ABCC1;TXN;CDKN2D	HCC1143	MIER1	254	1325	36601	mean_log_expr_perturbed_minus_control	False	H	Proteostasis / stress	Reactive Oxigen Species Pathway	HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	HCC1143 / MIER1	6	Tier 2	top by NES variance (0.077)	12	HCC38	-0.3231212484993997	0.34	50
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	-0.46377973616476	-1.04768637723048	0.362669651602071	down	113	109	0.467397386524473	0.0243931490287998	LSM4;CKS1B;EXOSC4;NHP2;NOP56;SRPRB;DKC1;SPCS1;NOLC1;NPM1;EEF2;KHSRP;EXOSC1;EIF4A1;EXOSC10;ATF3;NOP14;FKBP14;EXOSC5;IMP3;EIF2S1;BAG3;LSM1;GEMIN4;EIF4G1;EXOSC2;BANF1;ALDH18A1;SLC7A5;SEC31A;MTHFD2;YWHAZ;EIF4EBP1;NFYB;EIF4A2	HCC1143	MIER1	254	1325	36601	mean_log_expr_perturbed_minus_control	False	H	Proteostasis / stress	Unfolded Protein Response	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HCC1143 / MIER1	6	Tier 2	top by NES variance (0.077)	13	HCC38	-0.3231212484993997	0.34	50
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.608758684146026	1.63810131230724	3.79406946888298e-05	up	200	195	0.0003794069468882	0.557332238758646	VIM;TIMP1;ITGB1;TPM4;SERPINE2;MYL9;MYLK;TGM2;COL6A2;LGALS1;FN1;CDH2;NT5E;PMEPA1;IL32;VEGFA;ITGA2;SERPINE1;SPOCK1;EMP3;INHBA;TGFB1;TNFRSF11B;BASP1;GLIPR1;DST;SFRP1;SGCB;LAMC1;ECM1;COL5A1;AREG;CALD1;FERMT2;CALU;COPA;RHOB;CD59;VCAN;PLAUR;FZD8;ITGAV;SNAI2;COL4A2;FBN2;GADD45B;WIPF1;CAP2;SLIT2;ITGA5;ADAM12;FLNA;TNFAIP3;SDC1;GPC1;NOTCH2;PTX3;PLOD3;SAT1;MMP3;LRP1;THBS1;IL6;TAGLN;ITGB3;ECM2;OXTR	HCC1143	MIER1	254	1325	36601	mean_log_expr_perturbed_minus_control	False	H	State remodeling	Epithelial Mesenchymal Transition	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HCC1143 / MIER1	6	Tier 2	top by NES variance (0.077)	14	HCC38	-0.3231212484993997	0.34	50
HALLMARK_APOPTOSIS	-0.358026635754894	-0.915354728701872	0.671299397186872	down	161	158	0.729673257811817	0.0176383777137459	CD44;CAV1;IER3;PTK2;TOP2A;TNFRSF12A;DNAJC3;LGALS3;TSPO;IGFBP6;BTG3;BNIP3L;ANKH;XIAP;LMNA;CDC25B;RARA;CREBBP;BAX;ERBB2;BCAP31;PDCD4;CASP3;KRT18;H1F0;CASP4;TIMP2;MMP2;PSEN1;RELA;GADD45B;EMP1;PPP2R5B;CFLAR;CASP2;GADD45A;ERBB3;TXNIP;RHOT2;PPT1;GPX3	HCC38	PFDN5	67	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Cell death / stress	Apoptosis	HALLMARK_APOPTOSIS	HCC38 / PFDN5	7	Tier 1	benchmark-relevant anchor	0	HCC1143	-0.016950780312124852	0.32	50
HALLMARK_P53_PATHWAY	0.366104481642842	0.992763309194556	0.456538363497324	up	200	196	0.632349678278234	0.030892146868861	HIST1H1C;AK1;MKNK2;S100A10;VAMP8;IP6K2;PTPN14;HINT1;HDAC3;NOTCH1;H2AFJ;RPL36;CGRRF1;CCNK;APP;TPRKB;ADA;ERCC5;TAP1;TRIAP1;PLXNB2;RCHY1;NUDT15;BAIAP2;TOB1;TP53;CTSD;FAS;UPP1;KIF13B;IER5;HIST3H2A;FOS;SLC3A2;SAT1;TP63;RPL18;ISCU;RRP8;NOL8;RXRA;KLK8;PLK3;ABAT;DNTTIP2;IRAK1;RNF19B;RPS27L;RETSAT;CCND3;OSGIN1;SLC35D1;JUN;SDC1;PDGFA;TGFB1;NINJ1;TAX1BP3;TCN2;CCP110	HCC38	PFDN5	67	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Cell death / stress	P53 Pathway	HALLMARK_P53_PATHWAY	HCC38 / PFDN5	7	Tier 1	benchmark-relevant anchor	1	HCC1143	-0.016950780312124852	0.32	50
HALLMARK_TNFA_SIGNALING_VIA_NFKB	-0.524991076143811	-1.37261992414917	0.0112100230794593	down	200	197	0.0700626442466205	0.175004015942342	KLF6;AREG;CD44;TNC;IER3;VEGFA;NFAT5;TNIP2;LDLR;RIPK2;TNFAIP2;EHD1;CEBPB;FOSL1;TRIP10;MYC;PDLIM5;BTG3;TNFAIP8;CLCF1;YRDC;PTX3;BCL3;CXCL1;PHLDA2;PLK2;NAMPT;B4GALT1;CXCL6;TNIP1;BIRC2;SPSB1;PTPRE;LITAF;EDN1;IFIH1;ETS2;RELA;GADD45B;DUSP4;PFKFB3;CFLAR;ZFP36;TGIF1;IRS2;DENND5A;GADD45A;SNN;PLAUR;JAG1;INHBA;TRAF1;TNFAIP3;DUSP2;TSC22D1;PLAU;CD83;PANX1;MAP3K8;GEM;DDX58;IL6ST;HBEGF;ID2;LAMB3;PHLDA1;DUSP5;TANK;BCL6;SPHK1;ZC3H12A;CXCL2;TNFAIP6;CCNL1;NFIL3;EGR1;BIRC3;NR4A1;MXD1;IFIT2;PPP1R15A;MAFF;GFPT2;IL23A;NFKBIA	HCC38	PFDN5	67	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Cell death / stress	Tnfa Signaling Via Nfkb	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HCC38 / PFDN5	7	Tier 1	benchmark-relevant anchor	2	HCC1143	-0.016950780312124852	0.32	50
HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.339853502344041	-0.81790781449071	0.87712599791739	down	97	93	0.87712599791739	0.0142737636335903	RIPK2;IFI35;PSME1;ELF1;RNF31;TRIM25;HERC6;EIF2AK2;EPSTI1;PSME2;IFIH1;OASL;LAP3;TRIM5;GMPR;USP18;IFI44;TXNIP;NMI;IFI30;IL4R;PROCR;OGFR;GBP2;UBE2L6;DDX60;DHX58;SAMD9L;IFIT2	HCC38	PFDN5	67	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Inflammatory / interferon	Interferon Alpha Response	HALLMARK_INTERFERON_ALPHA_RESPONSE	HCC38 / PFDN5	7	Tier 1	benchmark-relevant anchor	3	HCC1143	-0.016950780312124852	0.32	50
HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.397058386294097	-1.0378878173658	0.339510258107214	down	200	198	0.548855453427785	0.0283977652218164	PFKP;HIF1A;STAT3;RIPK2;TNFAIP2;SRI;MT2A;TAPBP;RBCK1;IFI35;PSMA2;ZNFX1;PSME1;PTPN6;RNF31;TRIM25;HERC6;NAMPT;STAT1;MVP;SSPN;EIF2AK2;IFNAR2;EPSTI1;APOL6;CASP3;CFB;PSME2;RIPK1;HLA-B;CASP4;LYSMD2;PML;IFIH1;OASL;LAP3;TOR1B;SPPL2A;USP18;IFI44;TXNIP;TNFAIP3;DDX58;NMI;IFI30;HLA-DRB1;IL4R;NLRC5;OGFR;TNFAIP6;OAS3;PTPN2;UBE2L6;DDX60;ARID5B;DHX58;SAMD9L;IFIT2;NOD1;SAMHD1	HCC38	PFDN5	67	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Inflammatory / interferon	Interferon Gamma Response	HALLMARK_INTERFERON_GAMMA_RESPONSE	HCC38 / PFDN5	7	Tier 1	benchmark-relevant anchor	4	HCC1143	-0.016950780312124852	0.32	50
HALLMARK_GLYCOLYSIS	-0.536760611584888	-1.40306141070431	0.0069490403706154	down	200	198	0.0496360026472535	0.223479119117478	EXT1;CD44;SOX9;PFKP;COPB2;IER3;VEGFA;GALE;ANGPTL4;PGK1;PLOD2;DSC2;TGFBI;ZNF292;EGFR;IL13RA1;LDHA;MED24;PGLS;EXT2;SLC25A13;SRD5A3;COL5A1;RBCK1;TPBG;ENO1;PPP2CB;B4GALT2;P4HA2;POLR3K;PLOD1;KDELR3;HDLBP;PGAM1;AK3;B3GALT6;TPI1;NOL3;FAM162A;FUT8;ALDH9A1;B3GAT3;NDUFV3;DDIT4;B4GALT1;ALDOA;RARS;PHKA2;PAM;IDH1;NSDHL;HSPA5;STC2;ANKZF1;QSOX1;TGFA;GFPT1;GALK1;IRS2;ME1;SLC16A3;GMPPA;MDH2;TPST1;PMM2;CHPF;TALDO1;ARTN;EGLN3;ADORA2B;PDK3	HCC38	PFDN5	67	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Metabolic state	Glycolysis	HALLMARK_GLYCOLYSIS	HCC38 / PFDN5	7	Tier 1	benchmark-relevant anchor	5	HCC1143	-0.016950780312124852	0.32	50
HALLMARK_MTORC1_SIGNALING	-0.41643435302669	-1.08931511702814	0.23605856226353	down	200	196	0.437145485673204	0.0352535154022179	HSP90B1;EPRS;SLC9A3R1;PSMD14;IMMT;SERPINH1;SLC7A5;PGK1;NUPR1;SHMT2;PLOD2;SQLE;CYP51A1;USO1;LDLR;PFKL;GAPDH;ACACA;FADS1;LDHA;NUP205;RPA1;ADD3;CALR;ELOVL6;GBE1;SDF2L1;ENO1;CCT6A;MCM4;IFRD1;HMGCR;TES;NFYC;INSIG1;TRIB3;MTHFD2L;TPI1;ACTR2;ACSL3;SLC2A1;QDPR;PSPH;ELOVL5;NAMPT;SRD5A1;DDIT4;ATP2A2;ALDOA;PGM1;SLC1A5;MCM2;DHCR7;GPI;POLR3G;RPN1;NMT1;EEF1E1;CANX;SORD;IDH1;HSPA5	HCC38	PFDN5	67	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Metabolic state	Mtorc1 Signaling	HALLMARK_MTORC1_SIGNALING	HCC38 / PFDN5	7	Tier 1	benchmark-relevant anchor	6	HCC1143	-0.016950780312124852	0.32	50
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.434075370613287	1.16952860336903	0.0934010152284264	up	200	183	0.245792145337964	0.07386107958716	UQCR10;NDUFA6;MRPS12;VDAC3;UQCRFS1;COX5A;TIMM13;COX4I1;GPX4;NDUFB3;ATP6V1F;MRPL11;COX5B;ATP6V0E1;NDUFA4;NDUFS6;TIMM17A;POLR2F;COX7A2;ATP6V0B;COX6B1;MRPS22;NDUFAB1;PDHX;SUCLA2;NDUFB7;NDUFB4;PHYH;UQCRB;NDUFS4;RHOT1;MRPL15;COX8A;ACAA1;DLD;MRPS15;UQCRC2;SLC25A4;MRPL35;PDHA1;SDHC;NDUFB1;HADHB;GOT2;NDUFS7;NDUFA8;ISCU;NDUFB5;ATP6V1E1;HTRA2;HSD17B10;BCKDHA;OGDH;ISCA1;ACAT1;NDUFB6;PDHB;VDAC2;VDAC1;NDUFA7;FDX1;ETFA;POR;UQCRH;NDUFC2;ALAS1;PMPCA;TOMM22;SURF1;RETSAT;IDH3A;NDUFS2;ACADSB	HCC38	PFDN5	67	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Metabolic state	Oxidative Phosphorylation	HALLMARK_OXIDATIVE_PHOSPHORYLATION	HCC38 / PFDN5	7	Tier 1	benchmark-relevant anchor	7	HCC1143	-0.016950780312124852	0.32	50
HALLMARK_E2F_TARGETS	0.366842803490059	0.99476541208334	0.450420596482284	up	200	196	0.632349678278234	0.0311467176047931	UBE2S;CDKN3;AURKA;SNRPB;PTTG1;LYAR;CKS2;TK1;HMGB2;EXOSC8;KIF22;MELK;DEPDC1;SPAG5;DDX39A;CDC20;DEK;SPC25;BRMS1L;STMN1;MCM7;RAD50;H2AFX;MCM3;ANP32E;TACC3;AK2;UBE2T;POLE4;MAD2L1;CTCF;BIRC5;DUT;DLGAP5;EIF2S1;LMNB1;RBBP7;HMGB3;TP53;POLA2;AURKB;RAN;CCNB2;XPO1;DSCC1;LBR;EED;NASP;SPC24;SRSF1;CDKN1B;NUDT21;PLK1;CDCA8;CDC25A;RPA3;CDK1;H2AFZ;DCLRE1B;UBR7;DONSON;POP7;LUC7L3;WDR90;TIPIN;PMS2;MTHFD2;SHMT1;PLK4;RRM2;ASF1B	HCC38	PFDN5	67	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Proliferation / cell cycle	E2F Targets	HALLMARK_E2F_TARGETS	HCC38 / PFDN5	7	Tier 1	benchmark-relevant anchor	8	HCC1143	-0.016950780312124852	0.32	50
