context	contrast_id	positive_category	negative_category	claim_role	included	reason	n_genes	n_targets_positive	n_targets_negative	panel	pathway	ES	NES	pval	padj	log2err	size	n_genes_in_set	direction	leading_edge	collection	ranking_method	claim_boundary	padj_within_context_contrast	endpoint_category	n_category_targets	n_universe_targets	n_pathway_targets_in_universe	n_overlap	overlap_targets	pvalue	artifact	path	size_bytes	sha256
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Phospholipid Metabolism R-HSA-1483257	-0.589630546247385	-1.29175955976771	0.0297998680448647	0.243460911568788	0.0865239251810879	207.0	208.0	down	INPP4B;SBF2;PIK3CB;CPNE1;SYNJ2;PLEKHA5;PITPNB;GPAT3;PTEN;INPP4A;LPIN2;SLC44A1;CLSTN1;PIP4K2A;AGPAT3;GPD2;OSBPL10;OSBPL8;PLAAT4;STARD10;LCLAT1;VAC14;HADHA;CEPT1;CHEK2;CHKA;PI4KA;PLAAT3;PISD;AGK;SBF1;LPGAT1;TNFAIP8;CSNK2A2;ABHD3;SELENOI;PRKCSH;PIK3C2A;DDHD1;AGPAT5;CPNE7;PIK3R3;LPCAT1;CDS2;RAB14;CPNE3;AGPAT4;CHPT1;CHKB;RUFY1;PTDSS1;MTMR12;MBOAT1;PIK3C2B;PIK3R1;PI4K2B;ACP6;DGAT1;PTPN13;PIKFYVE;PITPNM3;PLEKHA2;MTMR4;ALPP;PITPNM2;PLEKHA8;ARF3;GPAM;INPP5F;PNPLA6;RAB4A;PNPLA3;PI4KB;ETNK2;PLD2;AGPAT2;PGS1;MIGA2;PIP4K2B;PLA2G6;GDPD1;MTMR6;MTMR1;SLC44A3;SYNJ1;OSBPL5;PTPMT1;GPD1L;OCRL;SLC44A2;LPIN3;PLBD1;PIP4K2C;PCTP;GDPD3;MTMR2;AGPAT1;PCYT1A;INPP5J;PCYT2;LIPI;LPCAT3;PIK3R4;PLA2G4B;MTMR3;INPP5E	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.2434609115687877											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Phosphorylation Of APC/C R-HSA-176412	-0.452116448739958	-0.754690884723877	0.835880694465054	0.918564410764534	0.01270440691291	20.0	20.0	down	CCNB1;PLK1;ANAPC7;ANAPC16;ANAPC15;CDC16	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.918564410764534											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Phosphorylation Of CD3 And TCR Zeta Chains R-HSA-202427	-0.49955544583846	-0.814507208886014	0.754256441163176	0.88494443839442	0.0144114504883298	17.0	20.0	down	PTPRJ;PAG1	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8849444383944193											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Phototransduction Cascade R-HSA-2514856	-0.627604951195712	-1.12142783345973	0.313416009019166	0.632000762250279	0.026980572442754	31.0	33.0	down	CALM1;PRKCA;METAP2;NMT1;CAMKMT;METAP1;GNB1;GNB5	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6320007622502792											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Physiological Factors R-HSA-5578768	-0.776777878947944	-1.23091600146873	0.188519544475223	0.540965590031561	0.0386218062368277	14.0	14.0	down	HIPK2;WWTR1;HIPK1	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.5409655900315624											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Plasma Lipoprotein Assembly R-HSA-8963898	0.460984164970195	0.811471346615311	0.723354000590493	0.873487271750919	0.0253295334887057	16.0	16.0	up	APOE;BMP1;TRNP1	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8734872717509197											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Plasma Lipoprotein Assembly, Remodeling, And Clearance R-HSA-174824	-0.466733360539043	-0.930328651655931	0.602047263995956	0.828286902609007	0.015126619501126	71.0	71.0	down	NCEH1;HDLBP;AP2B1;CLTC;AP2M1;PRKCA;P4HB;AP2A1;LDLR;MBTPS1;LMF2;APOC1;AP2A2;SCARB1;PRKACB;PCSK5;PCSK6	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8282869026090064											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Plasma Lipoprotein Clearance R-HSA-8964043	-0.432362913456664	-0.784971712794504	0.812045835662381	0.909235573473942	0.0122507856050572	35.0	35.0	down	NCEH1;HDLBP;AP2B1;CLTC;AP2M1;AP2A1;LDLR;APOC1;AP2A2;SCARB1	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9092355734739416											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Plasma Lipoprotein Remodeling R-HSA-8963899	0.46585674738844	0.958454755277191	0.50801393728223	0.768521174163716	0.034927266134352	33.0	33.0	up	APOE;TRNP1;ANGPTL4	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7685211741637153											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Platelet Activation, Signaling And Aggregation R-HSA-76002	-0.541660543369429	-1.19851320894031	0.0835131635735865	0.386297912613702	0.0498268864819582	252.0	254.0	down	PTK2;VCL;CALM1;LGALS3BP;THBS1;FLNA;PFN1;PRKCA;ACTN4;PIK3CB;YWHAZ;ACTN1;PCDH7;PRKCE;PPIA;OLA1;CALU;VTI1B;GNA12;AKT1;DGKH;PHACTR2;PTPN11;CDC42;VAV2;GNB2;ABHD12;MAPK14;DGKD;LYN;GNB1;CD109;APP;GNAI2;RAP1A;TTF2;GNB5;CHID1;QSOX1;GAS6;GNAQ;TLN1;MAPK1;ECM1;SOS1;HSPA5;PRKCH;BCAR1;GNB4;SHC1;ENDOD1;MANF;FAM3C;TAGLN2;F2R;PIK3R3;STX4;DGKZ;VAV3;ARRB1;ITPR3;TUBA4A;PIK3R1;DGKE;NHLRC2;SERPINE1;PIKFYVE;VEGFC	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.386297912613702											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Platelet Adhesion To Exposed Collagen R-HSA-75892	-0.662941005478464	-1.02492026549051	0.491365777080063	0.755946340323068	0.0213764791521987	12.0	12.0	down	ITGB1;LYN	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7559463403230671											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Platelet Aggregation (Plug Formation) R-HSA-76009	-0.611637332415963	-1.11585275637844	0.315408191696851	0.632000762250279	0.0266722544958112	36.0	36.0	down	PTK2;AKT1;RAP1A;TTF2;TLN1;SOS1;BCAR1;SHC1	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6320007622502792											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Platelet Calcium Homeostasis R-HSA-418360	-0.775455355961088	-1.35112334837714	0.0566064775007165	0.325888303668093	0.0711887468782548	26.0	26.0	down	CALM1;SRI;ORAI1;ATP2A2;ORAI2;STIM1;ITPR3;ATP2B4	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.3258883036680925											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Platelet Degranulation R-HSA-114608	-0.508185938679329	-1.07039529350349	0.339720230398495	0.644576455802262	0.0226317255980607	123.0	125.0	down	VCL;CALM1;LGALS3BP;THBS1;FLNA;PFN1;ACTN4;ACTN1;PCDH7;PPIA;OLA1;CALU;VTI1B;PHACTR2;CD109;APP;CHID1;QSOX1;GAS6;TLN1;ECM1;SOS1;HSPA5;ENDOD1;MANF;FAM3C;TAGLN2;TUBA4A;NHLRC2;SERPINE1;PIKFYVE;VEGFC	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6445764558022614											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Platelet Homeostasis R-HSA-418346	-0.633342941447198	-1.28186362723194	0.0805751828436842	0.38320371238702	0.0547397849350589	82.0	83.0	down	CALM1;PRKG1;SRI;KCNMB4;PPP2R5E;ORAI1;ATP2A2;PTPN11;GNB2;LRP8;MAPK14;PPP2R5A;GNB1;GNB5;ORAI2;STIM1;GNB4;GNAS;PDE5A;PPP2R5C;ITPR3;GUCY1B1;GUCY1A1;ATP2B4	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.3832037123870199											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Platelet Sensitization By LDL R-HSA-432142	-0.646056432134164	-1.05337180427939	0.438903118879012	0.720693112062303	0.0225057021197395	17.0	17.0	down	PPP2R5E;PTPN11;LRP8;MAPK14;PPP2R5A;PPP2R5C	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7206931120623038											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Polo-like Kinase Mediated Events R-HSA-156711	-0.825554345694594	-1.33287524652323	0.0695389266817838	0.356534282629235	0.0657381960282851	16.0	16.0	down	CENPF;CCNB1;MYBL2;CCNB2;PLK1;FOXM1;RBBP4	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.3565342826292348											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Polymerase Switching On C-strand Of Telomere R-HSA-174411	-0.701923169499548	-1.21666351321443	0.193366979091565	0.549924634070383	0.0366681675485412	25.0	25.0	down	PRIM1;PCNA;POLD2;RFC3;PRIM2;SLC19A1;DSCC1;POLA1;POLA2;RFC5;POLD1;POT1;CTC1;POLD3;RFC2;CHTF18;TERF2	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.5499246340703817											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Positive Epigenetic Regulation Of rRNA Expression R-HSA-5250913	-0.575675962102656	-1.07530209722074	0.3675050985724	0.668447685147437	0.023707336098839	42.0	74.0	down	MYO1E;SF3B1;GATAD2A;HDAC1;DEK;CHD4;RBBP4;MTA1;EHMT2;HDAC2;POLR2E;MTA3;SMARCA5;MYBBP1A;BAZ1B;DDX56;GATAD2B;POLR1E;POLR2L;EP300;TTF1;CBX3	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6684476851474367											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Post NMDA Receptor Activation Events R-HSA-438064	-0.670655379522997	-1.31292497209967	0.0708926261319534	0.358752008397288	0.0599454721514683	61.0	61.0	down	CALM1;KPNA2;PRKCA;CREB1;DLG1;PRKAR2A;MPP3;PRKAR1B;CAMK2D;PRKAR1A;RPS6KA2;MAPK1;GRIN2D;PRKACB;CAMK4;HRAS;NRG1;GIT1;RPS6KA1;MPP2;ADCY1;CAMK2G;PRKAG2;ERBB4;PRKAR2B;CAMKK1	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.3587520083972873											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Post-chaperonin Tubulin Folding Pathway R-HSA-389977	-0.611872489392391	-1.04641974615106	0.428571428571429	0.714031366973877	0.0223755655807589	23.0	23.0	down	TUBA1B;TUBB;TUBB4B;TBCD;TUBB6;TUBA1C;ARL2;TUBB3;TUBA4A	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7140313669738764											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Post-translational Modification: Synthesis Of GPI-anchored Proteins R-HSA-163125	-0.436069363814391	-0.892488713064023	0.683927041253519	0.86142095009965	0.0128235994333628	91.0	92.0	down	LY6D;LY6E;LY6K;NEGR1;RTN4RL1;CD109;MDGA2;PIGK;LYPD1;GPAA1;PIGF;PIGU;LYPD3;PIGB;RAET1G;ART3;PIGS;ALPP;PIGN;PIGX;PIGM	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8614209500996493											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Post-translational Protein Phosphorylation R-HSA-8957275	-0.487714058625964	-1.01420384518913	0.451458632233381	0.725394548063128	0.0185244840418459	106.0	106.0	down	IGFBP3;LGALS1;HSP90B1;PPP3CA;LAMB1;LMNB2;CKAP4;P4HB;CALU;PDIA6;KTN1;ADAM10;VWA1;MBTPS1;APP;PRSS23;QSOX1;GAS6;CXXC1;PRKCSH;LAMC1;CDH2;IGFBP4;LTBP1;NUCB1;FUCA2;DMTF1;FSTL1	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7253945480631274											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Postmitotic Nuclear Pore Complex (NPC) Reformation R-HSA-9615933	-0.868886391210861	-1.52078456873914	0.0018871962679083	0.0838622841551758	0.45505986738723	27.0	27.0	down	RANGAP1;KPNB1;RAN;AHCTF1;NUP107;SUMO1;NUP188;SEC13;NUP62;NDC1;SEH1L;NUP205;NUP160;NUP98;NUP133;NUP43;UBE2I;NUP85;NUP37;RCC1;NUP155;NUP54;NUP93	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.083862284155175											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Potassium Channels R-HSA-1296071	-0.484309160731367	-1.00273284238906	0.469830181861978	0.739976752048089	0.0180413260953392	102.0	102.0	down	KCNQ5;KCNMB4;GNB2;GNB1;GNB5;GNB4;KCNN4	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7399767520480888											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Potential Therapeutics For SARS R-HSA-9679191	-0.6839442264831	-1.40432888959309	0.0124314442413163	0.14648362624495	0.142470368773132	94.0	97.0	down	HSP90AA1;HSP90AB1;PTGES3;TUBB;ITGB1;AP2B1;AP2M1;RCOR1;KDM1A;COMT;GATAD2A;HDAC1;IMPDH2;CHD4;ROCK2;RBBP4;MTA1;AP2A1;SUDS3;HDAC2;CUL3;MTA3;ITGA4;IFNGR2;HMG20B;KEAP1;SOS1;AP2A2;GATAD2B;JAK1;FKBP4;FXYD3;TYK2;SIGMAR1;TBK1;ROCK1;BRD4;NR3C1;ATP1B3;STAT2	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.1464836262449502											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Pre-NOTCH Expression And Processing R-HSA-1912422	-0.590459274521415	-1.12330925070281	0.288523274478331	0.613798230258267	0.027514253748148	49.0	78.0	down	NOTCH3;CCND1;TNRC6A;RUNX1;TFDP1;ST3GAL3;POFUT1;TNRC6B;ATP2A2;AGO2;ST3GAL4;TP53;B4GALT1;AGO3;E2F1;MOV10;PRKCI;MAML2;EP300;AGO1;ST3GAL6;MFNG;MAML3;E2F3;NOTCH2	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6137982302582675											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Pre-NOTCH Processing In Golgi R-HSA-1912420	-0.614501863827261	-1.00787177254803	0.496325183740813	0.758897216429501	0.0205175771977275	18.0	18.0	down	NOTCH3;ST3GAL3;ATP2A2;ST3GAL4;B4GALT1;ST3GAL6;MFNG;NOTCH2;NOTCH1	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7588972164295011											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Pre-NOTCH Transcription And Translation R-HSA-1912408	-0.591541899380341	-1.06411159318275	0.395401009534492	0.686520434136811	0.0230234336016358	33.0	62.0	down	NOTCH3;CCND1;TNRC6A;RUNX1;TFDP1;TNRC6B;AGO2;TP53;AGO3;E2F1;MOV10;PRKCI;MAML2;EP300;AGO1;MAML3;E2F3;NOTCH2;NOTCH1	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6865204341368103											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Prefoldin Mediated Transfer Of Substrate To CCT/TriC R-HSA-389957	-0.579820865798418	-1.02000979954571	0.461857735795048	0.732175808584792	0.0209035689278613	28.0	28.0	down	CCT3;TUBB;CCT6A;PFDN5;TUBB4B;CCT5;VBP1;TUBB6;CCT2;TUBA1C;CCT8;CCT7;TUBB3;TUBA4A	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7321758085847918											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Pregnenolone Biosynthesis R-HSA-196108	-0.534489942241603	-0.826332311589179	0.740816326530612	0.882278740641985	0.0152637378739071	12.0	12.0	down	TSPO;FDXR	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8822787406419851											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Presynaptic Depolarization And Calcium Channel Opening R-HSA-112308	0.460506440507064	0.762279010788557	0.778083700440529	0.891553636558654	0.0229893650041456	12.0	12.0	up	CACNB4;CACNB2;CACNG2;CACNA1A;CACNG4;CACNA1E	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8915536365586538											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Presynaptic Function Of Kainate Receptors R-HSA-500657	-0.437253505684226	-0.735328831744011	0.859755198348326	0.927969892280317	0.0122030424616979	21.0	21.0	down	GNB2;GNB1;GNB5;GNB4	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9279698922803172											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Presynaptic Nicotinic Acetylcholine Receptors R-HSA-622323	-0.629586276248192	-0.973353176329419	0.559968602825746	0.803146997012204	0.019376846276322	12.0	12.0	down	CHRNA5	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8031469970122046											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Presynaptic Phase Of Homologous DNA Pairing And Strand Exchange R-HSA-5693616	-0.765273759735736	-1.41363517507313	0.0209857793731879	0.203005294344716	0.116319528645477	39.0	40.0	down	RAD51B;RFC3;BLM;RPA3;BRCA1;TOP3A;BRIP1;BRCA2;BARD1;RFC5;ARTN;WRN;RMI1;RMI2;RFC2;RAD51D;EXO1;XRCC2;RAD50;SEM1;RAD9A;RBBP8;POLR1A;ATM	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.2030052943447156											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203	-0.568495804538311	-1.25648677501542	0.0394424032850659	0.266923706136475	0.0741759589930859	241.0	242.0	down	YBX1;HNRNPU;SNRPA1;HNRNPA3;HNRNPA2B1;HSPA8;HNRNPR;HNRNPA1;HNRNPM;HNRNPD;SF3B1;SRSF7;HNRNPF;SNRNP25;SRSF9;DHX9;SNRNP70;HNRNPK;PRPF8;SRSF4;PTBP1;TPR;SNRPD3;HNRNPC;THOC1;MAGOHB;SRSF3;HNRNPH1;SF3B3;FUS;PRPF6;RBMX;ALYREF;DDX5;MTREX;THOC6;SRRT;CPSF2;EIF4E;SNRPE;NUP107;SNRPA;DDX39B;NUP188;EFTUD2;CPSF1;THOC5;SF1;NUP210;SNRNP200;SEC13;NUP62;DDX46;SNRPF;POLR2E;THOC2;NDC1;DNAJC8;SRSF1;NUP88;SYMPK;SEH1L;ELAVL1;SART1;AQR;SRSF2;WDR33;WBP11;SRRM1;NUP205;GTF2F1;SNRPB;CASC3;PCBP2;CPSF6;RBM17;DHX15;DDX39A;NUP160;FYTTD1;SF3A3;SF3B2;HNRNPUL1;CWC22;NUP98;RANBP2;SRSF6;RNPS1;PRPF19;NUP133;PRPF40A;PABPN1;SRSF10;CSTF2;THOC3;RBM8A;CSTF1;U2SURP;NUP43;SNRPD2;CPSF4;NUP85;POLR2L;NUP153;NUP37;SNRNP40;NCBP1	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.2669237061364747											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							c	Processing Of Capped Intronless Pre-mRNA R-HSA-75067	-0.616303071842956	-1.0879004986284	0.3651813767495	0.66729341537425	0.0246175008680202	29.0	29.0	down	SNRPD3;CPSF2;SNRPE;CPSF1;SNRPF;SYMPK;WDR33;SNRPB;LSM10;CPSF6;PABPN1;CSTF2;CSTF1;CPSF4;NCBP1;PAPOLA;CSTF2T	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6672934153742492											
