context	endpoint_category	collection	pathway	n_category_targets	n_universe_targets	n_pathway_targets_in_universe	n_overlap	overlap_targets	pvalue	claim_boundary	padj
HCC38	Q4_low_information	reactome	Cell Cycle, Mitotic R-HSA-69278	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	Cellular Senescence R-HSA-2559583	6	47	2	1	CDKN2A	0.2414431082331175	descriptive target-membership annotation only	0.3006650027053916
HCC38	Q4_low_information	reactome	Cellular Response To Chemical Stress R-HSA-9711123	6	47	4	1	CDKN2A	0.4322316597987274	descriptive target-membership annotation only	0.4756341027902675
HCC38	Q4_low_information	reactome	Cellular Responses To Stimuli R-HSA-8953897	6	47	8	1	CDKN2A	0.6961489342144636	descriptive target-membership annotation only	0.6961489342144636
HCC38	Q4_low_information	reactome	Cellular Responses To Stress R-HSA-2262752	6	47	8	1	CDKN2A	0.6961489342144636	descriptive target-membership annotation only	0.6961489342144636
HCC38	Q4_low_information	reactome	Class I Peroxisomal Membrane Protein Import R-HSA-9603798	6	47	1	1	PEX14	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	Constitutive Signaling By NOTCH1 HD+PEST Domain Mutants R-HSA-2894862	6	47	1	1	MAML3	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	Cyclin D Associated Events In G1 R-HSA-69231	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	Defective Intrinsic Pathway For Apoptosis R-HSA-9734009	6	47	2	1	CDKN2A	0.2414431082331175	descriptive target-membership annotation only	0.3006650027053916
HCC38	Q4_low_information	reactome	Developmental Biology R-HSA-1266738	6	47	4	1	MAML3	0.4322316597987274	descriptive target-membership annotation only	0.4756341027902675
HCC38	Q4_low_information	reactome	Disease R-HSA-1643685	6	47	7	2	CDKN2A;MAML3	0.2135619473786115	descriptive target-membership annotation only	0.3006650027053916
HCC38	Q4_low_information	reactome	Diseases Of Programmed Cell Death R-HSA-9645723	6	47	2	1	CDKN2A	0.2414431082331175	descriptive target-membership annotation only	0.3006650027053916
HCC38	Q4_low_information	reactome	Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202	6	47	3	1	MAML3	0.3425840271353685	descriptive target-membership annotation only	0.4111008325624423
HCC38	Q4_low_information	reactome	E3 Ubiquitin Ligases Ubiquitinate Target Proteins R-HSA-8866654	6	47	1	1	PEX14	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	G1/S DNA Damage Checkpoints R-HSA-69615	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	Gene Expression (Transcription) R-HSA-74160	6	47	12	2	CDKN2A;MAML3	0.4860343207911137	descriptive target-membership annotation only	0.5258731995444837
HCC38	Q4_low_information	reactome	Generic Transcription Pathway R-HSA-212436	6	47	11	2	CDKN2A;MAML3	0.4323946389002432	descriptive target-membership annotation only	0.4756341027902675
HCC38	Q4_low_information	reactome	Intrinsic Pathway For Apoptosis R-HSA-109606	6	47	2	1	CDKN2A	0.2414431082331175	descriptive target-membership annotation only	0.3006650027053916
HCC38	Q4_low_information	reactome	KEAP1-NFE2L2 Pathway R-HSA-9755511	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	Metabolism Of Proteins R-HSA-392499	6	47	13	3	CDKN2A;COMMD6;PEX14	0.2009777255996304	descriptive target-membership annotation only	0.3006650027053916
HCC38	Q4_low_information	reactome	Mitotic G1 Phase And G1/S Transition R-HSA-453279	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	NOTCH1 Intracellular Domain Regulates Transcription R-HSA-2122947	6	47	1	1	MAML3	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	NOTCH2 Intracellular Domain Regulates Transcription R-HSA-2197563	6	47	1	1	MAML3	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	NOTCH3 Intracellular Domain Regulates Transcription R-HSA-9013508	6	47	1	1	MAML3	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	NOTCH4 Intracellular Domain Regulates Transcription R-HSA-9013695	6	47	1	1	MAML3	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	Neddylation R-HSA-8951664	6	47	1	1	COMMD6	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	Notch-HLH Transcription Pathway R-HSA-350054	6	47	1	1	MAML3	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	Nuclear Events Mediated By NFE2L2 R-HSA-9759194	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	Oncogene Induced Senescence R-HSA-2559585	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	Oxidative Stress Induced Senescence R-HSA-2559580	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	Peroxisomal Protein Import R-HSA-9033241	6	47	1	1	PEX14	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	Post-translational Protein Modification R-HSA-597592	6	47	10	3	CDKN2A;COMMD6;PEX14	0.100748465225801	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	Pre-NOTCH Expression And Processing R-HSA-1912422	6	47	1	1	MAML3	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	Pre-NOTCH Transcription And Translation R-HSA-1912408	6	47	1	1	MAML3	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	Programmed Cell Death R-HSA-5357801	6	47	2	1	CDKN2A	0.2414431082331175	descriptive target-membership annotation only	0.3006650027053916
HCC38	Q4_low_information	reactome	Protein Localization R-HSA-9609507	6	47	1	1	PEX14	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	Protein Ubiquitination R-HSA-8852135	6	47	1	1	PEX14	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	RNA Polymerase II Transcription R-HSA-73857	6	47	11	2	CDKN2A;MAML3	0.4323946389002432	descriptive target-membership annotation only	0.4756341027902675
HCC38	Q4_low_information	reactome	RUNX3 Regulates NOTCH Signaling R-HSA-8941856	6	47	1	1	MAML3	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	RUNX3 Regulates p14-ARF R-HSA-8951936	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	Regulation Of RUNX3 Expression And Activity R-HSA-8941858	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	Regulation Of TP53 Activity R-HSA-5633007	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	Regulation Of TP53 Degradation R-HSA-6804757	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	Regulation Of TP53 Expression And Degradation R-HSA-6806003	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	Regulation Of Beta-Cell Development R-HSA-186712	6	47	1	1	MAML3	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	Regulation Of Gene Expression In Late Stage (Branching Morphogenesis) Pancreatic Bud Precursor Cells R-HSA-210744	6	47	1	1	MAML3	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	SUMO E3 Ligases SUMOylate Target Proteins R-HSA-3108232	6	47	6	1	CDKN2A	0.5812472706821178	descriptive target-membership annotation only	0.6089257121431709
HCC38	Q4_low_information	reactome	SUMOylation R-HSA-2990846	6	47	6	1	CDKN2A	0.5812472706821178	descriptive target-membership annotation only	0.6089257121431709
HCC38	Q4_low_information	reactome	SUMOylation Of DNA Damage Response And Repair Proteins R-HSA-3108214	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	SUMOylation Of Transcription Factors R-HSA-3232118	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582	6	47	2	1	CDKN2A	0.2414431082331175	descriptive target-membership annotation only	0.3006650027053916
HCC38	Q4_low_information	reactome	Signal Transduction R-HSA-162582	6	47	8	1	MAML3	0.6961489342144636	descriptive target-membership annotation only	0.6961489342144636
HCC38	Q4_low_information	reactome	Signaling By NOTCH R-HSA-157118	6	47	2	1	MAML3	0.2414431082331175	descriptive target-membership annotation only	0.3006650027053916
HCC38	Q4_low_information	reactome	Signaling By NOTCH1 R-HSA-1980143	6	47	1	1	MAML3	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	Signaling By NOTCH2 R-HSA-1980145	6	47	1	1	MAML3	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	Signaling By NOTCH3 R-HSA-9012852	6	47	2	1	MAML3	0.2414431082331175	descriptive target-membership annotation only	0.3006650027053916
HCC38	Q4_low_information	reactome	Signaling By NOTCH4 R-HSA-9013694	6	47	1	1	MAML3	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	Stabilization Of P53 R-HSA-69541	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	Transcriptional Regulation By TP53 R-HSA-3700989	6	47	4	1	CDKN2A	0.4322316597987274	descriptive target-membership annotation only	0.4756341027902675
HCC38	Q4_low_information	reactome	Transcriptional Regulation By VENTX R-HSA-8853884	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	Transcriptional Regulation By RUNX3 R-HSA-8878159	6	47	3	2	CDKN2A;MAML3	0.0391612704286154	descriptive target-membership annotation only	0.2006079027355623
HCC38	Q4_low_information	reactome	p53-Dependent G1 DNA Damage Response R-HSA-69563	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2006079027355623
HCC38	middle	reactome	Activation Of Gene Expression By SREBF (SREBP) R-HSA-2426168	32	47	1	1	NCOA1	0.6808510638297872	descriptive target-membership annotation only	0.8606985146527498
HCC38	middle	reactome	Aggrephagy R-HSA-9646399	32	47	1	1	PARK7	0.6808510638297872	descriptive target-membership annotation only	0.8606985146527498
HCC38	middle	reactome	Alpha-protein Kinase 1 Signaling Pathway R-HSA-9645460	32	47	1	1	TAB3	0.6808510638297872	descriptive target-membership annotation only	0.8606985146527498
HCC38	middle	reactome	Amino Acids Regulate mTORC1 R-HSA-9639288	32	47	1	1	LAMTOR5	0.6808510638297872	descriptive target-membership annotation only	0.8606985146527498
HCC38	middle	reactome	Apoptosis R-HSA-109581	32	47	2	1	STAT3	0.9028677150786308	descriptive target-membership annotation only	0.9534066380736133
HCC38	middle	reactome	Association Of TriC/CCT With Target Proteins During Biosynthesis R-HSA-390471	32	47	1	1	STAT3	0.6808510638297872	descriptive target-membership annotation only	0.8606985146527498
HCC38	middle	reactome	Autophagy R-HSA-9612973	32	47	2	2	LAMTOR5;PARK7	0.4588344125809436	descriptive target-membership annotation only	0.8606985146527498
HCC38	middle	reactome	BH3-only Proteins Associate With And Inactivate Anti-Apoptotic BCL-2 Members R-HSA-111453	32	47	1	1	STAT3	0.6808510638297872	descriptive target-membership annotation only	0.8606985146527498
HCC38	middle	reactome	BMAL1:CLOCK,NPAS2 Activates Circadian Gene Expression R-HSA-1368108	32	47	1	1	NCOA1	0.6808510638297872	descriptive target-membership annotation only	0.8606985146527498
HCC38	middle	reactome	Bile Acid And Bile Salt Metabolism R-HSA-194068	32	47	1	1	NCOA1	0.6808510638297872	descriptive target-membership annotation only	0.8606985146527498
HCC38	middle	reactome	Biological Oxidations R-HSA-211859	32	47	1	1	NCOA1	0.6808510638297872	descriptive target-membership annotation only	0.8606985146527498
HCC38	middle	reactome	C-type Lectin Receptors (CLRs) R-HSA-5621481	32	47	1	1	TAB3	0.6808510638297872	descriptive target-membership annotation only	0.8606985146527498
HCC38	middle	reactome	CLEC7A (Dectin-1) Signaling R-HSA-5607764	32	47	1	1	TAB3	0.6808510638297872	descriptive target-membership annotation only	0.8606985146527498
HCC38	middle	reactome	Cellular Senescence R-HSA-2559583	32	47	2	1	STAT3	0.9028677150786308	descriptive target-membership annotation only	0.9534066380736133
HCC38	middle	reactome	Cellular Response To Chemical Stress R-HSA-9711123	32	47	4	3	NCOA1;PRDX2;STAT3	0.6187312533288483	descriptive target-membership annotation only	0.8606985146527498
HCC38	middle	reactome	Cellular Response To Starvation R-HSA-9711097	32	47	2	1	LAMTOR5	0.9028677150786308	descriptive target-membership annotation only	0.9534066380736133
HCC38	middle	reactome	Cellular Responses To Stimuli R-HSA-8953897	32	47	8	5	HDGF;LAMTOR5;NCOA1;PRDX2;STAT3	0.7879677983188157	descriptive target-membership annotation only	0.9534066380736133
HCC38	middle	reactome	Cellular Responses To Stress R-HSA-2262752	32	47	8	5	HDGF;LAMTOR5;NCOA1;PRDX2;STAT3	0.7879677983188157	descriptive target-membership annotation only	0.9534066380736133
HCC38	middle	reactome	Chaperone Mediated Autophagy R-HSA-9613829	32	47	1	1	PARK7	0.6808510638297872	descriptive target-membership annotation only	0.8606985146527498
HCC38	middle	reactome	Chaperonin-mediated Protein Folding R-HSA-390466	32	47	2	1	STAT3	0.9028677150786308	descriptive target-membership annotation only	0.9534066380736133
HCC38	middle	reactome	Chromatin Modifying Enzymes R-HSA-3247509	32	47	5	3	ARID1A;NCOA1;TADA3	0.8224420918954405	descriptive target-membership annotation only	0.9534066380736133
HCC38	middle	reactome	Circadian Clock R-HSA-400253	32	47	1	1	NCOA1	0.6808510638297872	descriptive target-membership annotation only	0.8606985146527498
HCC38	middle	reactome	Cytochrome P450 - Arranged By Substrate Type R-HSA-211897	32	47	1	1	NCOA1	0.6808510638297872	descriptive target-membership annotation only	0.8606985146527498
HCC38	middle	reactome	Cytokine Signaling In Immune System R-HSA-1280215	32	47	3	3	RORC;STAT3;TAB3	0.3058896083872957	descriptive target-membership annotation only	0.8606985146527498
HCC38	middle	reactome	Cytoprotection By HMOX1 R-HSA-9707564	32	47	2	2	NCOA1;STAT3	0.4588344125809436	descriptive target-membership annotation only	0.8606985146527498
HCC38	middle	reactome	Death Receptor Signaling R-HSA-73887	32	47	1	1	TAB3	0.6808510638297872	descriptive target-membership annotation only	0.8606985146527498
HCC38	middle	reactome	Defective Intrinsic Pathway For Apoptosis R-HSA-9734009	32	47	2	1	PRDX2	0.9028677150786308	descriptive target-membership annotation only	0.9534066380736133
HCC38	middle	reactome	Deregulated CDK5 Triggers Neurodegenerative Pathways In Alzheimers Disease Models R-HSA-8862803	32	47	1	1	PRDX2	0.6808510638297872	descriptive target-membership annotation only	0.8606985146527498
HCC38	middle	reactome	Detoxification Of Reactive Oxygen Species R-HSA-3299685	32	47	1	1	PRDX2	0.6808510638297872	descriptive target-membership annotation only	0.8606985146527498
HCC38	middle	reactome	Deubiquitination R-HSA-5688426	32	47	2	2	SMAD1;TADA3	0.4588344125809436	descriptive target-membership annotation only	0.8606985146527498
HCC38	middle	reactome	Developmental Biology R-HSA-1266738	32	47	4	2	NCOA1;STAT3	0.9107167886076304	descriptive target-membership annotation only	0.9534066380736133
HCC38	middle	reactome	Disease R-HSA-1643685	32	47	7	3	PRDX2;STAT3;TAB3	0.9736676176218984	descriptive target-membership annotation only	0.9785359557100078
HCC38	middle	reactome	Diseases Of Programmed Cell Death R-HSA-9645723	32	47	2	1	PRDX2	0.9028677150786308	descriptive target-membership annotation only	0.9534066380736133
HCC38	middle	reactome	Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202	32	47	3	1	STAT3	0.9719395621338268	descriptive target-membership annotation only	0.9785359557100078
HCC38	middle	reactome	Downstream Signal Transduction R-HSA-186763	32	47	1	1	STAT3	0.6808510638297872	descriptive target-membership annotation only	0.8606985146527498
